Music_ID,Name of Work,Composer,Period
287,"Piano Sonata No.16 in C major, K.545","Mozart, Wolfgang Amadeus",Classical
288,"Piano Sonata No.17 in B-flat major, K.570","Mozart, Wolfgang Amadeus",Classical
289,"Piano Trio in B-flat major, K.502","Mozart, Wolfgang Amadeus",Classical
290,"Piano Trio in C major, K.548","Mozart, Wolfgang Amadeus",Classical
291,"Piano Trio in E major, K.542","Mozart, Wolfgang Amadeus",Classical
292,"Piano Trio in G major, K.496","Mozart, Wolfgang Amadeus",Classical
293,"Quaerite primum regnum Dei, K.86/73v","Mozart, Wolfgang Amadeus",Classical
294,"Quintet in E-flat major, K.452","Mozart, Wolfgang Amadeus",Classical
295,"Regina coeli in C major, K.108/74d","Mozart, Wolfgang Amadeus",Classical
296,"Rondo in B-flat major, K.269/261a","Mozart, Wolfgang Amadeus",Classical
297,"Rondo in D major, K.485","Mozart, Wolfgang Amadeus",Classical
298,"Rondo in E-flat major, K.371","Mozart, Wolfgang Amadeus",Classical
299,"Sancta Maria, mater Dei, K.273","Mozart, Wolfgang Amadeus",Classical
300,"Serenade in D major, K.239","Mozart, Wolfgang Amadeus",Classical
301,"Serenade in E-flat major, K.375","Mozart, Wolfgang Amadeus",Classical
302,"Sinfonia concertante in E-flat major, K.364/320d","Mozart, Wolfgang Amadeus",Classical
303,"Sonata for 2 Pianos in D major, K.448/375a","Mozart, Wolfgang Amadeus",Classical
304,"Sonata for Bassoon and Cello in B-flat major, K.292/196c","Mozart, Wolfgang Amadeus",Classical
305,"Sonata for Piano Four-Hands in C major, K.521","Mozart, Wolfgang Amadeus",Classical
306,"String Quartet No.14 in G major, K.387","Mozart, Wolfgang Amadeus",Classical
307,"String Quartet No.15 in D minor, K.421/417b","Mozart, Wolfgang Amadeus",Classical
308,"String Quartet No.16 in E-flat major, K.428/421b","Mozart, Wolfgang Amadeus",Classical
309,"String Quartet No.17 in B-flat major, K.458","Mozart, Wolfgang Amadeus",Classical
310,"String Quartet No.18 in A major, K.464","Mozart, Wolfgang Amadeus",Classical
311,"String Quartet No.19 in C major, K.465","Mozart, Wolfgang Amadeus",Classical
312,"String Quartet No.23 in F major, K.590","Mozart, Wolfgang Amadeus",Classical
313,"String Quintet No.1 in B-flat major, K.174","Mozart, Wolfgang Amadeus",Classical
314,"String Quintet No.3 in C major, K.515","Mozart, Wolfgang Amadeus",Classical
315,"String Quintet No.4 in G minor, K.516","Mozart, Wolfgang Amadeus",Classical
316,"String Quintet No.5 in D major, K.593","Mozart, Wolfgang Amadeus",Classical
317,"String Quintet No.6 in E-flat major, K.614","Mozart, Wolfgang Amadeus",Classical
318,"Symphony in F major, K.Anh.223/19a","Mozart, Wolfgang Amadeus",Classical
319,"Symphony No.17 in G major, K.129","Mozart, Wolfgang Amadeus",Classical
320,"Symphony No.29 in A major, K.201/186a","Mozart, Wolfgang Amadeus",Classical
321,"Symphony No.36 in C major, K.425","Mozart, Wolfgang Amadeus",Classical
322,"Symphony No.38 in D major, K.504","Mozart, Wolfgang Amadeus",Classical
323,"Symphony No.40 in G minor, K.550","Mozart, Wolfgang Amadeus",Classical
324,"Trio in E-flat major, K.498","Mozart, Wolfgang Amadeus",Classical
325,"8 Variations on ""Ein Weib ist das herrlichste Ding"", K.613","Mozart, Wolfgang Amadeus",Classical
326,"12 Variations on 'Ah, vous dirai-je maman', K.265/300e","Mozart, Wolfgang Amadeus",Classical
327,"Veni Sancte Spiritus, K.47","Mozart, Wolfgang Amadeus",Classical
328,"Vesperae solennes de confessore, K.339","Mozart, Wolfgang Amadeus",Classical
329,"Violin Sonata in C major, K.296","Mozart, Wolfgang Amadeus",Classical
330,"Violin Sonata in E-flat major, K.302/293b","Mozart, Wolfgang Amadeus",Classical
331,"Violin Sonata in E minor, K.304/300c","Mozart, Wolfgang Amadeus",Classical
332,"Violin Sonata in D major, K.306/300l","Mozart, Wolfgang Amadeus",Classical
333,"Violin Sonata in B-flat major, K.378/317d","Mozart, Wolfgang Amadeus",Classical
334,"Violin Sonata in B-flat major, K.454","Mozart, Wolfgang Amadeus",Classical
335,"Violin Sonata in A major, K.526","Mozart, Wolfgang Amadeus",Classical
336,"Abbé Stadler, WoO 178","Beethoven, Ludwig van",Classical
337,"Allegretto, WoO 39","Beethoven, Ludwig van",Classical
338,"An Mälzel, WoO 162","Beethoven, Ludwig van",Classical
339,"Andante favori, WoO 57","Beethoven, Ludwig van",Classical
340,"11 Bagatelles, Op.119","Beethoven, Ludwig van",Classical
341,"Cello Sonata No.1, Op.5 No.1","Beethoven, Ludwig van",Classical
342,"Cello Sonata No.2, Op.5 No.2","Beethoven, Ludwig van",Classical
343,"Cello Sonata No.3, Op.69","Beethoven, Ludwig van",Classical
344,"Cello Sonata No.4, Op.102 No.1","Beethoven, Ludwig van",Classical
345,"Cello Sonata No.5, Op.102 No.2","Beethoven, Ludwig van",Classical
346,"Coriolan, Op.62","Beethoven, Ludwig van",Classical
347,"Ecossaise for Military Band, WoO 23","Beethoven, Ludwig van",Classical
348,"Ecossaise, WoO 86","Beethoven, Ludwig van",Classical
349,"6 Ecossaises, WoO 83","Beethoven, Ludwig van",Classical
350,"Egmont, Op.84","Beethoven, Ludwig van",Classical
351,"Für Elise, WoO 59","Beethoven, Ludwig van",Classical
352,"12 German Dances, WoO 13","Beethoven, Ludwig van",Classical
353,"Leonora Overture No.1, Op.138","Beethoven, Ludwig van",Classical
354,"Leonora Overture No.3, Op.72b","Beethoven, Ludwig van",Classical
355,"March for Military Band, WoO 24","Beethoven, Ludwig van",Classical
356,"Minuet, WoO 82","Beethoven, Ludwig van",Classical
357,"6 Minuets, WoO 10","Beethoven, Ludwig van",Classical
358,"Piano Concerto No.1, Op.15","Beethoven, Ludwig van",Classical
359,"Piano Concerto No.3, Op.37","Beethoven, Ludwig van",Classical
360,"Piano Concerto No.4, Op.58","Beethoven, Ludwig van",Classical
361,"Piano Concerto No.5, Op.73","Beethoven, Ludwig van",Classical
362,"Piano Sonata No.1, Op.2 No.1","Beethoven, Ludwig van",Classical
363,"Piano Sonata No.2, Op.2 No.2","Beethoven, Ludwig van",Classical
364,"Piano Sonata No.3, Op.2 No.3","Beethoven, Ludwig van",Classical
365,"Piano Sonata No.4, Op.7","Beethoven, Ludwig van",Classical
366,"Piano Sonata No.5, Op.10 No.1","Beethoven, Ludwig van",Classical
367,"Piano Sonata No.7, Op.10 No.3","Beethoven, Ludwig van",Classical
368,"Piano Sonata No.8, Op.13","Beethoven, Ludwig van",Classical
369,"Piano Sonata No.9, Op.14 No.1","Beethoven, Ludwig van",Classical
370,"Piano Sonata No.10, Op.14 No.2","Beethoven, Ludwig van",Classical
371,"Piano Sonata No.11, Op.22","Beethoven, Ludwig van",Classical
372,"Piano Sonata No.12, Op.26","Beethoven, Ludwig van",Classical
373,"Piano Sonata No.13, Op.27 No.1","Beethoven, Ludwig van",Classical
374,"Piano Sonata No.14, Op.27 No.2","Beethoven, Ludwig van",Classical
375,"Piano Sonata No.15, Op.28","Beethoven, Ludwig van",Classical
376,"Piano Sonata No.16, Op.31 No.1","Beethoven, Ludwig van",Classical
377,"Piano Sonata No.17, Op.31 No.2","Beethoven, Ludwig van",Classical
378,"Piano Sonata No.18, Op.31 No.3","Beethoven, Ludwig van",Classical
379,"Piano Sonata No.19, Op.49 No.1","Beethoven, Ludwig van",Classical
380,"Piano Sonata No.20, Op.49 No.2","Beethoven, Ludwig van",Classical
381,"Piano Sonata No.21, Op.53","Beethoven, Ludwig van",Classical
382,"Piano Sonata No.22, Op.54","Beethoven, Ludwig van",Classical
383,"Piano Sonata No.23, Op.57","Beethoven, Ludwig van",Classical
384,"Piano Sonata No.24, Op.78","Beethoven, Ludwig van",Classical
385,"Piano Sonata No.25, Op.79","Beethoven, Ludwig van",Classical
386,"Piano Sonata No.26, Op.81a","Beethoven, Ludwig van",Classical
387,"Piano Sonata No.27, Op.90","Beethoven, Ludwig van",Classical
388,"Piano Sonata No.28, Op.101","Beethoven, Ludwig van",Classical
389,"Piano Sonata No.29, Op.106","Beethoven, Ludwig van",Classical
390,"Piano Sonata No.30, Op.109","Beethoven, Ludwig van",Classical
391,"Piano Sonata No.31, Op.110","Beethoven, Ludwig van",Classical
392,"Piano Sonata No.32, Op.111","Beethoven, Ludwig van",Classical
393,"Piano Trio in B-flat major, Op.97","Beethoven, Ludwig van",Classical
394,"Prelude, WoO 55","Beethoven, Ludwig van",Classical
395,"Quintet in E-flat major, Op.16","Beethoven, Ludwig van",Classical
396,"Romance in G major, Op.40","Beethoven, Ludwig van",Classical
397,"Sextet in E-flat major, Op.81b","Beethoven, Ludwig van",Classical
398,"2 Sonatinas for Piano, Anh.5","Beethoven, Ludwig van",Classical
399,"String Quartet No.3, Op.18 No.3","Beethoven, Ludwig van",Classical
400,"String Quartet No.4, Op.18 No.4","Beethoven, Ludwig van",Classical
401,"String Quartet No.6, Op.18 No.6","Beethoven, Ludwig van",Classical
402,"String Quartet No.7, Op.59 No.1","Beethoven, Ludwig van",Classical
403,"String Quartet No.8, Op.59 No.2","Beethoven, Ludwig van",Classical
404,"String Quartet No.9, Op.59 No.3","Beethoven, Ludwig van",Classical
405,"String Quartet No.10, Op.74","Beethoven, Ludwig van",Classical
406,"String Quartet No.11, Op.95","Beethoven, Ludwig van",Classical
407,"String Quartet No.13, Op.130","Beethoven, Ludwig van",Classical
408,"String Quartet No.14, Op.131","Beethoven, Ludwig van",Classical
409,"String Quartet No.15, Op.132","Beethoven, Ludwig van",Classical
410,"String Quartet No.16, Op.135","Beethoven, Ludwig van",Classical
411,"String Quintet in C major, Op.29","Beethoven, Ludwig van",Classical
412,"String Trio in D major, Op.9 No.2","Beethoven, Ludwig van",Classical
413,"String Trio in G major, Op.9 No.1","Beethoven, Ludwig van",Classical
414,"Symphony No.1, Op.21","Beethoven, Ludwig van",Classical
415,"Symphony No.2, Op.36","Beethoven, Ludwig van",Classical
416,"Symphony No.3, Op.55","Beethoven, Ludwig van",Classical
417,"Symphony No.6, Op.68","Beethoven, Ludwig van",Classical
418,Symphony No.10,"Beethoven, Ludwig van",Classical
419,"Variations and Fugue in E-flat major, Op.35","Beethoven, Ludwig van",Classical
420,"32 Variations in C minor, WoO 80","Beethoven, Ludwig van",Classical
421,"6 Variations in F major, Op.34","Beethoven, Ludwig van",Classical
422,"7 Variations on 'Bei Männern, welche Liebe fühlen', WoO 46","Beethoven, Ludwig van",Classical
423,"7 Variations on 'God Save the King', WoO 78","Beethoven, Ludwig van",Classical
424,"6 Variations on 'Nel cor piu non mi sento', WoO 70","Beethoven, Ludwig van",Classical
425,"Violin Concerto in D major, Op.61","Beethoven, Ludwig van",Classical
426,"Violin Sonata No.1, Op.12 No.1","Beethoven, Ludwig van",Classical
427,"Violin Sonata No.2, Op.12 No.2","Beethoven, Ludwig van",Classical
428,"Violin Sonata No.3, Op.12 No.3","Beethoven, Ludwig van",Classical
429,"Violin Sonata No.4, Op.23","Beethoven, Ludwig van",Classical
430,"Violin Sonata No.5, Op.24","Beethoven, Ludwig van",Classical
431,"Violin Sonata No.6, Op.30 No.1","Beethoven, Ludwig van",Classical
432,"Violin Sonata No.7, Op.30 No.2","Beethoven, Ludwig van",Classical
433,"Violin Sonata No.8, Op.30 No.3","Beethoven, Ludwig van",Classical
434,"Violin Sonata No.9, Op.47","Beethoven, Ludwig van",Classical
435,"Violin Sonata No.10, Op.96","Beethoven, Ludwig van",Classical
436,"Die Weihe des Hauses, Op.124","Beethoven, Ludwig van",Classical
437,"Wellingtons Sieg, Op.91","Beethoven, Ludwig van",Classical
438,"Wind Octet in E-flat major, Op.103","Beethoven, Ludwig van",Classical
439,2 Arabesques,"Debussy, Claude",Romantic
440,Cello Sonata,"Debussy, Claude",Romantic
441,3 Chansons de Bilitis,"Debussy, Claude",Romantic
442,Children's Corner,"Debussy, Claude",Romantic
443,La damoiselle élue,"Debussy, Claude",Romantic
444,Danse sacrée et danse profane,"Debussy, Claude",Romantic
445,Danse,"Debussy, Claude",Romantic
446,Élégie,"Debussy, Claude",Romantic
447,"Images, 1ere série","Debussy, Claude",Romantic
448,"Images, 2ème série","Debussy, Claude",Romantic
449,L'Isle joyeuse,"Debussy, Claude",Romantic
450,The Little Nigar,"Debussy, Claude",Romantic
451,Mazurka,"Debussy, Claude",Romantic
452,Nuit d’étoiles,"Debussy, Claude",Romantic
453,La plus que lente,"Debussy, Claude",Romantic
454,Pour le piano,"Debussy, Claude",Romantic
455,"Préludes, Livre 1","Debussy, Claude",Romantic
456,"Préludes, Livre 2","Debussy, Claude",Romantic
457,Première rhapsodie,"Debussy, Claude",Romantic
458,Printemps,"Debussy, Claude",Romantic
459,Rêverie,"Debussy, Claude",Romantic
460,"String Quartet in G minor, Op.10","Debussy, Claude",Romantic
461,Suite bergamasque,"Debussy, Claude",Romantic
462,Violin Sonata,"Debussy, Claude",Romantic
463,Allegretto in F-sharp major,"Chopin, Frédéric",Romantic
464,"Allegro de concert, Op.46","Chopin, Frédéric",Romantic
465,"Andante spianato et Grande polonaise brillante, Op.22","Chopin, Frédéric",Romantic
466,"Andantino, B.117","Chopin, Frédéric",Romantic
467,"Ballade No.1, Op.23","Chopin, Frédéric",Romantic
468,"Ballade No.2, Op.38","Chopin, Frédéric",Romantic
469,"Barcarolle, Op.60","Chopin, Frédéric",Romantic
470,"Berceuse, Op.57","Chopin, Frédéric",Romantic
471,"Bourrée No.1, B.160b1","Chopin, Frédéric",Romantic
472,"Bourrée No.2, B.160b2","Chopin, Frédéric",Romantic
473,"Canon in F minor, B.129a","Chopin, Frédéric",Romantic
474,"Cantabile in B-flat major, B.84","Chopin, Frédéric",Romantic
475,"Cello Sonata, Op.65","Chopin, Frédéric",Romantic
476,"Contredanse in G-flat major, B.17","Chopin, Frédéric",Romantic
477,"3 Ecossaises, Op.72 No.3","Chopin, Frédéric",Romantic
478,"Études, Op.10","Chopin, Frédéric",Romantic
479,"Études, Op.25","Chopin, Frédéric",Romantic
480,"Fantaisie, Op.49","Chopin, Frédéric",Romantic
481,"Fugue in A minor, B.144","Chopin, Frédéric",Romantic
482,Gallop marquis,"Chopin, Frédéric",Romantic
483,"Grande valse brillante, Op.18","Chopin, Frédéric",Romantic
484,"Impromptu No.1, Op.29","Chopin, Frédéric",Romantic
485,"Impromptu No.2, Op.36","Chopin, Frédéric",Romantic
486,"Impromptu No.3, Op.51","Chopin, Frédéric",Romantic
487,"Largo in E-flat major, B.109","Chopin, Frédéric",Romantic
488,"Marche funèbre, Op.72 No.2","Chopin, Frédéric",Romantic
489,"Mazurka in A minor, B.134","Chopin, Frédéric",Romantic
490,"Mazurka in A minor, B.140","Chopin, Frédéric",Romantic
491,"Mazurka in A-flat major, B.85","Chopin, Frédéric",Romantic
492,"Mazurka in C major, B.82","Chopin, Frédéric",Romantic
493,"Mazurka in D major, B.31","Chopin, Frédéric",Romantic
494,"Mazurka in D major, B.71","Chopin, Frédéric",Romantic
495,"2 Mazurkas, B.16","Chopin, Frédéric",Romantic
496,"Mazurkas, Op.6","Chopin, Frédéric",Romantic
497,"Mazurkas, Op.7","Chopin, Frédéric",Romantic
498,"Mazurkas, Op.17","Chopin, Frédéric",Romantic
499,"Mazurkas, Op.24","Chopin, Frédéric",Romantic
500,"Mazurkas, Op.30","Chopin, Frédéric",Romantic
501,"Mazurkas, Op.41","Chopin, Frédéric",Romantic
502,"Mazurkas, Op.50","Chopin, Frédéric",Romantic
503,"Mazurkas, Op.56","Chopin, Frédéric",Romantic
504,"Mazurkas, Op.59","Chopin, Frédéric",Romantic
505,"Mazurkas, Op.63","Chopin, Frédéric",Romantic
506,"Mazurkas, Op.67","Chopin, Frédéric",Romantic
507,"Mazurkas, Op.68","Chopin, Frédéric",Romantic
508,"Moderato in E major, B.151","Chopin, Frédéric",Romantic
509,"Nocturne in C minor, B.108","Chopin, Frédéric",Romantic
510,"Nocturne in C-sharp minor, B.49","Chopin, Frédéric",Romantic
511,"Nocturnes, Op.37","Chopin, Frédéric",Romantic
512,"Nocturnes, Op.48","Chopin, Frédéric",Romantic
513,"Nocturnes, Op.55","Chopin, Frédéric",Romantic
514,"3 Nouvelles études, B.130","Chopin, Frédéric",Romantic
515,"Piano Concerto No.2, Op.21","Chopin, Frédéric",Romantic
516,"Piano Sonata No.2, Op.35","Chopin, Frédéric",Romantic
517,"Piano Sonata No.3, Op.58","Chopin, Frédéric",Romantic
518,"Polonaise in A-flat major, B.5","Chopin, Frédéric",Romantic
519,"Polonaise in B-flat major, B.3","Chopin, Frédéric",Romantic
520,"Polonaise in B-flat minor, B.13","Chopin, Frédéric",Romantic
521,"Polonaise in F-sharp minor, Op.44","Chopin, Frédéric",Romantic
522,"Polonaise in G minor, B.1","Chopin, Frédéric",Romantic
523,"Polonaise in G-flat major, B.36","Chopin, Frédéric",Romantic
524,"Polonaise in G-sharp minor, B.6","Chopin, Frédéric",Romantic
525,"Polonaise-fantaisie, Op.61","Chopin, Frédéric",Romantic
526,"Polonaises, Op.26","Chopin, Frédéric",Romantic
527,"Polonaises, Op.71","Chopin, Frédéric",Romantic
528,"Prelude in A-flat major, B.86","Chopin, Frédéric",Romantic
529,"Preludes, Op.28","Chopin, Frédéric",Romantic
530,"Scherzo No.1, Op.20","Chopin, Frédéric",Romantic
531,"Scherzo No.2, Op.31","Chopin, Frédéric",Romantic
532,"Scherzo No.3, Op.39","Chopin, Frédéric",Romantic
533,"Tarantella, Op.43","Chopin, Frédéric",Romantic
534,"Variations brillantes, Op.12","Chopin, Frédéric",Romantic
535,"Variations for Flute and Piano in E major, B.9","Chopin, Frédéric",Romantic
536,"Variations in A major, B.37","Chopin, Frédéric",Romantic
537,"Variations sur un air national allemand, B.14","Chopin, Frédéric",Romantic
538,"Waltz in A minor, B.150","Chopin, Frédéric",Romantic
539,"Waltz in A-flat major, B.21","Chopin, Frédéric",Romantic
540,"Waltz in A-flat major, Op.42","Chopin, Frédéric",Romantic
541,"Waltz in E major, B.44","Chopin, Frédéric",Romantic
542,"Waltz in E-flat major, B.46","Chopin, Frédéric",Romantic
543,"Waltz in E-flat major, B.133","Chopin, Frédéric",Romantic
544,"Waltzes, Op.34","Chopin, Frédéric",Romantic
545,"4 Ballades, Op.10","Brahms, Johannes",Romantic
546,"Cello Sonata No.1, Op.38","Brahms, Johannes",Romantic
547,"Cello Sonata No.2, Op.99","Brahms, Johannes",Romantic
548,"11 Chorale Preludes, Op.122","Brahms, Johannes",Romantic
549,"Clarinet Quintet, Op.115","Brahms, Johannes",Romantic
550,"Clarinet Sonata No.1, Op.120 No.1","Brahms, Johannes",Romantic
551,"Clarinet Trio, Op.114","Brahms, Johannes",Romantic
552,"14 Deutsche Volkslieder, WoO 34","Brahms, Johannes",Romantic
553,"Ein deutsches Requiem, Op.45","Brahms, Johannes",Romantic
554,"3 Duets, Op.20","Brahms, Johannes",Romantic
555,"4 Duets, Op.61","Brahms, Johannes",Romantic
556,"7 Fantasien, Op.116","Brahms, Johannes",Romantic
557,"4 Gesänge, Op.70","Brahms, Johannes",Romantic
558,"2 Gesänge, Op.91","Brahms, Johannes",Romantic
559,"Horn Trio, Op.40","Brahms, Johannes",Romantic
560,"21 Hungarian Dances (Piano), WoO 1","Brahms, Johannes",Romantic
561,"3 Intermezzi, Op.117","Brahms, Johannes",Romantic
562,"8 Klavierstücke, Op.76","Brahms, Johannes",Romantic
563,"6 Klavierstücke, Op.118","Brahms, Johannes",Romantic
564,"Liebeslieder Waltzes, Op.52","Brahms, Johannes",Romantic
565,"6 Lieder and Romances, Op.93a","Brahms, Johannes",Romantic
566,"9 Lieder and Songs, Op.63","Brahms, Johannes",Romantic
567,"5 Lieder, Op.47","Brahms, Johannes",Romantic
568,"6 Lieder, Op.85","Brahms, Johannes",Romantic
569,"5 Lieder, Op.105","Brahms, Johannes",Romantic
570,"5 Lieder, Op.107","Brahms, Johannes",Romantic
571,"Piano Concerto No.1, Op.15","Brahms, Johannes",Romantic
572,"Piano Concerto No.2, Op.83","Brahms, Johannes",Romantic
573,"Piano Quartet No.1, Op.25","Brahms, Johannes",Romantic
574,"Piano Quartet No.2, Op.26","Brahms, Johannes",Romantic
575,"Piano Quartet No.3, Op.60","Brahms, Johannes",Romantic
576,"Piano Quintet, Op.34","Brahms, Johannes",Romantic
577,"Piano Sonata No.1, Op.1","Brahms, Johannes",Romantic
578,"Piano Sonata No.2, Op.2","Brahms, Johannes",Romantic
579,"Piano Sonata No.3, Op.5","Brahms, Johannes",Romantic
580,"Piano Trio No.1, Op.8","Brahms, Johannes",Romantic
581,"Piano Trio No.3, Op.101","Brahms, Johannes",Romantic
582,"2 Rhapsodies, Op.79","Brahms, Johannes",Romantic
583,"3 Sacred Choruses, Op.37","Brahms, Johannes",Romantic
584,"Schicksalslied, Op.54","Brahms, Johannes",Romantic
585,"4 Serious Songs, Op.121","Brahms, Johannes",Romantic
586,"Sonata for 2 Pianos, Op.34b","Brahms, Johannes",Romantic
587,"3 Songs, Op.42","Brahms, Johannes",Romantic
588,"4 Songs, Op.43","Brahms, Johannes",Romantic
589,"5 Songs, Op.104","Brahms, Johannes",Romantic
590,"String Quartet No.1, Op.51 No.1","Brahms, Johannes",Romantic
591,"String Quartet No.2, Op.51 No.2","Brahms, Johannes",Romantic
592,"String Quartet No.3, Op.67","Brahms, Johannes",Romantic
593,"String Quintet No.1, Op.88","Brahms, Johannes",Romantic
594,"String Quintet No.2, Op.111","Brahms, Johannes",Romantic
595,"String Sextet No.1, Op.18","Brahms, Johannes",Romantic
596,"String Sextet No.2, Op.36","Brahms, Johannes",Romantic
597,"5 Studies, Anh.1a/1","Brahms, Johannes",Romantic
598,"Symphony No.1, Op.68","Brahms, Johannes",Romantic
599,"Symphony No.3, Op.90","Brahms, Johannes",Romantic
600,"Symphony No.4, Op.98","Brahms, Johannes",Romantic
601,"Tragic Overture, Op.81","Brahms, Johannes",Romantic
602,"Variations and Fugue on a Theme by Handel, Op.24","Brahms, Johannes",Romantic
603,"Variations on a Theme by Haydn, Op.56","Brahms, Johannes",Romantic
604,"Variations on a Theme by Paganini, Op.35","Brahms, Johannes",Romantic
605,"Variations on an Original Theme, Op.21 No.1","Brahms, Johannes",Romantic
606,"Violin Concerto, Op.77","Brahms, Johannes",Romantic
607,"Violin Sonata No.1, Op.78","Brahms, Johannes",Romantic
608,"Violin Sonata No.2, Op.100","Brahms, Johannes",Romantic
609,"Violin Sonata No.3, Op.108","Brahms, Johannes",Romantic
610,"16 Waltzes, Op.39","Brahms, Johannes",Romantic
611,"Children's Album, Op.39","Tchaikovsky, Pyotr",Romantic
612,"The Nutcracker (suite), Op.71a","Tchaikovsky, Pyotr",Romantic
613,"Pezzo capriccioso, Op.62","Tchaikovsky, Pyotr",Romantic
614,"6 Pieces, Op.19","Tchaikovsky, Pyotr",Romantic
615,"6 Pieces, Op.51","Tchaikovsky, Pyotr",Romantic
616,Romeo and Juliet (overture-fantasia),"Tchaikovsky, Pyotr",Romantic
617,9 Sacred Pieces,"Tchaikovsky, Pyotr",Romantic
618,"The Seasons, Op.37a","Tchaikovsky, Pyotr",Romantic
619,"Serenade for String Orchestra, Op.48","Tchaikovsky, Pyotr",Romantic
620,"Sérénade mélancolique, Op.26","Tchaikovsky, Pyotr",Romantic
621,"The Sleeping Beauty (ballet), Op.66","Tchaikovsky, Pyotr",Romantic
622,"Souvenir d'un lieu cher, Op.42","Tchaikovsky, Pyotr",Romantic
623,"Souvenir de Florence, Op.70","Tchaikovsky, Pyotr",Romantic
624,"String Quartet No.1, Op.11","Tchaikovsky, Pyotr",Romantic
625,"Symphony No.1, Op.13","Tchaikovsky, Pyotr",Romantic
626,"Symphony No.5, Op.64","Tchaikovsky, Pyotr",Romantic
627,"Symphony No.6, Op.74","Tchaikovsky, Pyotr",Romantic
628,"Variations on a Rococo Theme, Op.33","Tchaikovsky, Pyotr",Romantic
